sample,timestamp_s,lintasan,run_ke,gps_x,gps_y,ekf_x,ekf_y,ekf_vx,ekf_vy,ekf_yaw_deg,ekf_yaw_rate,imu_yaw_deg,imu_yaw_rate_rads,gt_x,gt_y,gt_yaw_deg,error_ekf_m,error_gps_m,error_ekf_x,error_ekf_y,error_gps_x,error_gps_y
49,9.706,A,1,2.834786,7.943624,1.167851,7.000750,0.115439,-0.031521,-0.3076,-0.003751,-0.3549,-0.005553,1.386009,6.982189,-0.3536,0.218946,1.738768,-0.218158,0.018560,1.448778,0.961435
50,9.924,A,1,1.792992,7.710611,1.475584,7.165440,0.164373,0.005803,-0.3339,-0.003791,-0.3730,-0.003181,1.540655,6.986582,-0.3714,0.190327,0.766741,-0.065071,0.178858,0.252336,0.724029
51,10.125,A,1,2.064613,7.816565,1.547883,7.262922,0.159952,0.024987,-0.3588,-0.003909,-0.3930,0.006502,1.698789,6.990806,-0.3914,0.311158,0.903165,-0.150905,0.272116,0.365824,0.825759
52,10.351,A,1,3.127302,8.387405,1.655261,7.363760,0.163152,0.042680,-0.3789,-0.003472,-0.4137,0.002550,1.862080,6.994991,-0.4121,0.422806,1.881383,-0.206819,0.368770,1.265222,1.392414
53,10.518,A,1,2.402079,7.501229,1.932965,7.549935,0.200459,0.075845,-0.3994,-0.003349,-0.4337,0.003205,2.032153,6.999282,-0.4322,0.559514,0.623535,-0.099187,0.550653,0.369926,0.501947
54,10.740,A,1,2.622742,7.925199,2.035804,7.548423,0.198165,0.066894,-0.4186,-0.003613,-0.4527,-0.000345,2.209761,7.003721,-0.4512,0.571805,1.009790,-0.173957,0.544702,0.412981,0.921478
55,10.988,A,1,3.211764,7.695748,2.159398,7.621782,0.200254,0.074212,-0.4290,-0.001932,-0.4713,-0.002229,2.394401,7.008203,-0.4698,0.657043,1.068082,-0.235003,0.613578,0.817363,0.687545
56,11.194,A,1,3.771848,7.158517,2.366016,7.641918,0.219024,0.069997,-0.4598,-0.003643,-0.4910,0.001106,2.584506,7.012555,-0.4893,0.666211,1.196280,-0.218490,0.629364,1.187342,0.145962
57,11.424,A,1,3.447928,6.778783,2.637386,7.562424,0.248918,0.046140,-0.4800,-0.003176,-0.5125,-0.010016,2.778112,7.016659,-0.5107,0.563617,0.710801,-0.140726,0.545765,0.669816,-0.237875
58,11.652,A,1,3.828786,7.970253,2.805660,7.427151,0.254497,0.013593,-0.5126,-0.003948,-0.5359,-0.006696,2.973683,7.020536,-0.5339,0.439963,1.277953,-0.168023,0.406615,0.855103,0.949717
59,11.808,A,1,3.297890,7.475890,3.012295,7.524907,0.266871,0.032191,-0.5327,-0.003073,-0.5603,-0.009432,3.170719,7.024319,-0.5583,0.525059,0.469137,-0.158425,0.500588,0.127171,0.451571
60,12.015,A,1,3.352827,7.857267,3.088825,7.519027,0.251564,0.027409,-0.5620,-0.004252,-0.5848,-0.002931,3.369899,7.028147,-0.5828,0.565655,0.829296,-0.281075,0.490880,-0.017072,0.829120
61,12.235,A,1,4.579929,7.834804,3.160016,7.581624,0.236832,0.037079,-0.5850,-0.003573,-0.6086,-0.004443,3.572711,7.032057,-0.6067,0.687270,1.287979,-0.412694,0.549567,1.007218,0.802746
62,12.436,A,1,4.258139,6.736623,3.435601,7.630010,0.265330,0.043119,-0.6183,-0.005359,-0.6316,-0.008448,3.780723,7.035954,-0.6298,0.687031,0.563493,-0.345122,0.594056,0.477415,-0.299330
63,12.671,A,1,4.384456,7.532337,3.607549,7.474838,0.269863,0.006959,-0.6369,-0.002884,-0.6541,-0.004645,3.994834,7.039679,-0.6523,0.582540,0.628106,-0.387285,0.435159,0.389622,0.492658
64,12.909,A,1,4.165314,8.134380,3.771822,7.485444,0.272005,0.008641,-0.6542,-0.002574,-0.6764,-0.000681,4.214820,7.043131,-0.6746,0.626009,1.092371,-0.442998,0.442313,-0.049506,1.091249
65,13.132,A,1,4.923827,6.595617,3.868012,7.601489,0.259858,0.031411,-0.6554,-0.000771,-0.6982,-0.000055,4.439401,7.046338,-0.6965,0.796667,0.661678,-0.571389,0.555150,0.484426,-0.450722
66,13.404,A,1,4.961780,7.239982,4.075368,7.425374,0.279025,-0.007734,-0.6795,-0.003335,-0.7194,0.003169,4.666792,7.049439,-0.7178,0.700792,0.351175,-0.591424,0.375934,0.294987,0.190543
67,13.615,A,1,4.893845,7.578309,4.263907,7.391099,0.279674,-0.013333,-0.6965,-0.002510,-0.7396,0.001186,4.895480,7.052587,-0.7380,0.716572,0.525724,-0.631573,0.338511,-0.001636,0.525722
68,13.824,A,1,5.967033,6.880545,4.397202,7.422954,0.281043,-0.005159,-0.7213,-0.004177,-0.7586,-0.001602,5.124855,7.055850,-0.7571,0.815012,0.860230,-0.727653,0.367104,0.842178,-0.175305
69,14.055,A,1,5.996005,7.040326,4.707662,7.325326,0.306685,-0.023871,-0.7468,-0.003672,-0.7765,-0.007592,5.355395,7.059173,-0.7751,0.700282,0.640887,-0.647732,0.266153,0.640610,-0.018847
70,14.297,A,1,5.693331,6.792437,4.959577,7.272685,0.330264,-0.031918,-0.7638,-0.003401,-0.7931,-0.010076,5.588392,7.062426,-0.7918,0.663036,0.289666,-0.628815,0.210258,0.104940,-0.269989
71,14.551,A,1,6.756747,7.809667,5.119940,7.184212,0.325698,-0.046323,-0.7884,-0.003700,-0.8083,-0.002787,5.825358,7.065502,-0.8071,0.715338,1.192169,-0.705419,0.118711,0.931388,0.744166
72,14.753,A,1,6.548805,7.113070,5.447008,7.290048,0.348017,-0.017260,-0.7995,-0.001596,-0.8214,0.000260,6.067333,7.068385,-0.8204,0.658740,0.483541,-0.620325,0.221663,0.481472,0.044686
73,14.958,A,1,6.315821,8.141033,5.676245,7.256456,0.354212,-0.021446,-0.8126,-0.002023,-0.8320,0.004382,6.314375,7.071158,-0.8312,0.664489,1.069877,-0.638130,0.185298,0.001447,1.069876
74,15.200,A,1,7.367823,7.334826,5.823952,7.411170,0.342768,0.012738,-0.8165,-0.000952,-0.8396,0.002034,6.565502,7.073933,-0.8391,0.814632,0.843674,-0.741550,0.337237,0.802322,0.260893
75,15.402,A,1,7.253141,7.388508,6.132956,7.398360,0.365500,0.009511,-0.8143,0.000054,-0.8445,-0.002319,6.819125,7.076783,-0.8442,0.757786,0.534362,-0.686169,0.321577,0.434016,0.311725
76,15.644,A,1,8.221659,7.097708,6.366026,7.396998,0.371206,0.008795,-0.8107,0.001157,-0.8470,-0.006779,7.073771,7.079719,-0.8469,0.775609,1.148029,-0.707745,0.317279,1.147888,0.017990
77,15.862,A,1,8.262512,7.048055,6.731734,7.344101,0.402544,-0.001911,-0.8117,0.001034,-0.8477,-0.001526,7.328721,7.082713,-0.8477,0.651703,0.934434,-0.596987,0.261388,0.933791,-0.034657
78,16.123,A,1,8.222726,8.582849,7.042688,7.290699,0.419220,-0.011636,-0.8154,0.000297,-0.8464,-0.003649,7.584249,7.085742,-0.8466,0.579047,1.627569,-0.541561,0.204957,0.638477,1.497107
79,16.308,A,1,7.925558,7.760861,7.292876,7.518881,0.420886,0.036721,-0.8140,0.000154,-0.8427,-0.002308,7.841451,7.088810,-0.8431,0.697062,0.677293,-0.548575,0.430071,0.084107,0.672051
80,16.520,A,1,8.662743,7.679712,7.445929,7.564887,0.403179,0.042255,-0.8069,0.001289,-0.8360,0.009334,8.101772,7.091932,-0.8367,0.808589,0.812510,-0.655843,0.472955,0.560971,0.587779
81,16.714,A,1,8.524333,7.333904,7.692933,7.588081,0.416695,0.043842,-0.7872,0.003339,-0.8266,0.002476,8.366356,7.095112,-0.8266,0.834576,0.286319,-0.673423,0.492970,0.157977,0.238793
82,16.911,A,1,9.692410,7.907312,7.886898,7.546995,0.399252,0.029944,-0.7760,0.002280,-0.8113,0.004457,8.635498,7.098330,-0.8126,0.872756,1.330982,-0.748600,0.448665,1.056912,0.808982
83,17.105,A,1,10.079902,7.572268,8.246560,7.613465,0.425863,0.040977,-0.7611,0.002401,-0.7934,0.000360,8.908487,7.101567,-0.7949,0.836772,1.262447,-0.661927,0.511898,1.171415,0.470701
84,17.299,A,1,10.220557,7.778735,8.613741,7.609526,0.451158,0.036467,-0.7551,0.001892,-0.7722,0.006983,9.183932,7.104834,-0.7740,0.761467,1.236419,-0.570191,0.504692,1.036625,0.673900
85,17.528,A,1,9.573283,7.433403,8.943058,7.642585,0.465775,0.039870,-0.7240,0.004242,-0.7482,0.002966,9.460421,7.108199,-0.7502,0.743796,0.344232,-0.517363,0.534386,0.112863,0.325204
86,17.692,A,1,10.153881,7.661009,9.100049,7.608635,0.443903,0.028787,-0.6902,0.005793,-0.7214,0.002652,9.737132,7.111755,-0.7236,0.807939,0.689463,-0.637084,0.496880,0.416749,0.549254
87,17.856,A,1,10.161306,6.959762,9.330360,7.620221,0.439321,0.028418,-0.6581,0.006018,-0.6916,0.008917,10.014139,7.115567,-0.6941,0.849841,0.214321,-0.683779,0.504654,0.147167,-0.155805
88,18.047,A,1,10.150595,7.208643,9.520534,7.504920,0.427448,0.002207,-0.6222,0.006983,-0.6588,0.010243,10.292336,7.119619,-0.6615,0.862632,0.167379,-0.771802,0.385301,-0.141741,0.089024
89,18.264,A,1,10.892254,7.069155,9.673785,7.451951,0.409286,-0.008428,-0.5966,0.005839,-0.6225,0.005418,10.573065,7.123820,-0.6255,0.957274,0.323837,-0.899280,0.328131,0.319190,-0.054664
90,18.432,A,1,10.918421,7.725889,9.929985,7.382608,0.414171,-0.020924,-0.5610,0.006382,-0.5827,0.007295,10.857514,7.128067,-0.5860,0.961822,0.600916,-0.927529,0.254540,0.060907,0.597822
91,18.625,A,1,11.420479,7.225700,10.145762,7.441325,0.409973,-0.006089,-0.5243,0.006736,-0.5392,0.010222,11.146154,7.132327,-0.5428,1.047025,0.289781,-1.000391,0.308998,0.274326,0.093374
92,18.813,A,1,11.991945,6.942796,10.412052,7.402022,0.416748,-0.012788,-0.4717,0.008690,-0.4919,0.005724,11.438503,7.136659,-0.4958,1.060197,0.586414,-1.026450,0.265363,0.553442,-0.193863
93,18.989,A,1,12.945069,7.235975,10.733382,7.318737,0.434007,-0.027565,-0.4275,0.008149,-0.4407,0.014672,11.733362,7.141186,-0.4449,1.015620,1.215409,-0.999980,0.177552,1.211707,0.094789
94,19.188,A,1,13.217493,6.981240,11.168802,7.301087,0.472285,-0.027122,-0.3646,0.010366,-0.3861,0.009469,12.029379,7.146004,-0.3906,0.874439,1.199484,-0.860577,0.155082,1.188114,-0.164764
95,19.349,A,1,12.857636,7.856479,11.578894,7.241288,0.501072,-0.035403,-0.3113,0.010098,-0.3284,0.009852,12.325643,7.151127,-0.3332,0.752172,0.883481,-0.746749,0.090160,0.531993,0.705352
96,19.588,A,1,13.253874,7.142804,11.854637,7.347170,0.498972,-0.009378,-0.2540,0.009659,-0.2684,0.015884,12.622037,7.156479,-0.2733,0.790737,0.631985,-0.767400,0.190691,0.631838,-0.013674
97,19.778,A,1,13.610714,7.632444,12.157789,7.309519,0.501683,-0.015487,-0.1632,0.013155,-0.2061,0.011164,12.919262,7.161952,-0.2112,0.775640,0.836342,-0.761473,0.147567,0.691451,0.470492
98,19.987,A,1,13.988549,7.289828,12.459234,7.365752,0.507574,-0.001609,-0.1019,0.013219,-0.1415,0.009572,13.218543,7.167489,-0.1468,0.784766,0.779665,-0.759309,0.198264,0.770007,0.122339
99,20.189,A,1,13.006968,7.349118,12.780013,7.352049,0.513808,-0.003877,-0.0277,0.013718,-0.0738,0.011979,13.521061,7.173125,-0.0793,0.762343,0.543383,-0.741048,0.178924,-0.514093,0.175993
100,20.380,A,1,13.969308,7.430256,12.860140,7.351223,0.482259,-0.003644,0.0388,0.014785,-0.0023,0.013331,13.827397,7.178962,-0.0081,0.982476,0.288595,-0.967257,0.172261,0.141911,0.251294
101,20.556,A,1,15.023938,7.496406,13.112726,7.364954,0.466830,-0.000243,0.1259,0.013609,0.0732,0.014013,14.137249,7.185092,0.0671,1.040191,0.939752,-1.024523,0.179861,0.886689,0.311314
102,20.756,A,1,14.507300,8.290331,13.496010,7.388476,0.491627,0.004718,0.1950,0.013017,0.1522,0.013571,14.449582,7.191531,0.1458,0.973698,1.100315,-0.953573,0.196946,0.057718,1.098801
103,20.954,A,1,14.681321,7.700416,13.713290,7.548790,0.490616,0.037549,0.3370,0.027680,0.4670,0.127830,14.761041,7.196141,0.4046,1.105506,0.510537,-1.047751,0.352649,-0.079719,0.504275
104,21.173,A,1,16.182877,8.452104,13.939516,7.580731,0.469466,0.038733,1.0588,0.077956,1.0451,0.014276,15.059470,7.198800,1.0331,1.183287,1.683097,-1.119953,0.381932,1.123408,1.253304
105,21.402,A,1,15.916828,7.699188,14.383568,7.740171,0.505318,0.066087,0.9060,0.000822,0.8659,0.004040,15.360161,7.204738,0.8664,1.113742,0.744553,-0.976593,0.535433,0.556667,0.494450
106,21.636,A,1,16.091623,8.103073,14.704797,7.740396,0.512056,0.057873,1.4556,0.079273,1.4834,0.154685,15.647891,7.205195,1.4097,1.084374,1.001541,-0.943094,0.535201,0.443732,0.897878
107,21.829,A,1,16.534782,7.473201,15.267622,7.753042,0.574109,0.050410,1.9251,0.070772,1.8881,0.008908,15.934789,7.206526,1.8848,0.862433,0.656587,-0.667167,0.546516,0.599993,0.266675
108,22.041,A,1,16.520286,8.256698,15.312112,7.758544,0.529540,0.046498,2.2624,0.078768,2.3908,0.162169,16.221638,7.207244,2.3908,1.063564,1.091121,-0.909526,0.551300,0.298648,1.049454
109,22.230,A,1,17.171712,7.265135,15.574757,7.853558,0.523548,0.059585,3.0157,0.109313,3.1158,0.096649,16.506954,7.205804,3.0728,1.135155,0.667401,-0.932197,0.647754,0.664758,0.059331
110,22.442,A,1,16.723047,7.794839,15.916383,7.759091,0.520383,0.029931,3.8818,0.126669,3.9068,0.140087,16.789991,7.203082,3.8401,1.035537,0.595532,-0.873608,0.556009,-0.066944,0.591757
111,22.659,A,1,16.904526,7.618148,16.113673,7.772704,0.499520,0.027300,4.7855,0.142460,4.7356,0.162015,17.068414,7.199177,4.6651,1.113761,0.449885,-0.954740,0.573528,-0.163888,0.418972
112,22.832,A,1,17.743922,6.716578,16.298253,7.751635,0.480363,0.017646,5.6267,0.154196,5.6599,0.161822,17.339568,7.193759,5.5831,1.181340,0.625462,-1.041315,0.557876,0.404354,-0.477181
113,23.050,A,1,18.281346,7.450068,16.601236,7.574414,0.484026,-0.024145,6.6268,0.169059,6.6610,0.177627,17.602764,7.186824,6.5781,1.073911,0.727853,-1.001529,0.387589,0.678582,0.263244
114,23.263,A,1,17.577438,6.766594,16.946613,7.556096,0.497584,-0.030458,7.6878,0.180359,7.7350,0.187192,17.858961,7.178270,7.6465,0.987487,0.498731,-0.912348,0.377826,-0.281523,-0.411676
115,23.447,A,1,19.106628,7.551515,17.106775,7.419717,0.470078,-0.057758,8.8161,0.191800,8.8779,0.206369,18.110475,7.168062,8.7840,1.034768,1.067407,-1.003700,0.251655,0.996153,0.383453
116,23.660,A,1,19.170182,8.427090,17.508031,7.445518,0.497133,-0.054525,10.0157,0.203869,10.0861,0.216942,18.360039,7.156377,9.9871,0.899733,1.506999,-0.852007,0.289141,0.810143,1.270714
117,23.879,A,1,18.977714,6.752569,17.851451,7.624227,0.512950,-0.020961,11.3022,0.217114,11.3568,0.224405,18.609591,7.143631,11.2529,0.897635,0.537071,-0.758139,0.480596,0.368124,-0.391062
118,24.103,A,1,19.450017,7.477898,18.100754,7.477646,0.499794,-0.055457,12.6238,0.226581,12.6883,0.232908,18.859422,7.130303,12.5796,0.834401,0.685292,-0.758668,0.347343,0.590595,0.347596
